system:index,activity_large,activity_small,bare_large,bare_small,bio01,bio02,bio03,bio04,bio05,bio06,bio07,bio08,bio09,bio10,bio11,bio12,bio13,bio14,bio15,bio16,bio17,bio18,bio19,biome_num,chili,crop_large,crop_small,def,dist_seminat,ec,ei,elevation,es,et,gHM,gpp,grass_large,grass_small,le,moss_large,moss_small,pdsi,pet,ple,refYear,ro,shrub_large,shrub_small,site_id,soil,soil_carbon_b10,soil_carbon_b200,soil_clay_b10,soil_clay_b200,soil_den_b10,soil_den_b200,soil_pH_b10,soil_pH_b200,soil_sand_b10,soil_sand_b200,soil_water_b10,soil_water_b200,srad,study_id,swe,topo_div,tree_large,tree_small,urban_large,urban_small,vap,vpd,vs,.geo
00000000000000000222,0.5501345430775642,0.5992488120465449,0.5782615929028806,1.0115697148684537,100.0,98.0,29.0,8340.0,271.0,-66.0,337.0,18.0,180.0,206.0,-8.0,1209.0,120.0,82.0,11.0,340.0,264.0,272.0,318.0,5.0,187,1.712772945532053,2.824347339523825,48.166666666666664,0.0,0.871392674144454,0.4088465232694887,14,0.3603614868235966,177.14543269230768,0.497968852519989,5.4146758524917225,23.072901238493312,26.942008339233638,545.9507211538462,0.0,0.0,161.41666666666666,295.5264423076923,910.8064903846154,1990,34.666666666666664,4.241284577895805,5.804454081104027,C1,844.75,10,1,4,2,130,175,46,51,74,80,14,10,1515.5833333333333,David_Kleijn_Vaccinium_macrocarpon_USA_1990,4.166666666666667,0.11221584677696228,56.063881230955026,62.348467477851464,10.123697290134137,0.6015731948165235,1096.25,43.416666666666664,465.0,"{""type"":""Point"",""coordinates"":[-70.76353918092039,41.75978012529123]}"
00000000000000000223,0.552499436094306,0.6022726535818834,0.18690243354582323,0.1465092801639457,102.0,98.0,28.0,8479.0,278.0,-63.0,341.0,19.0,184.0,212.0,-7.0,1202.0,118.0,83.0,11.0,341.0,266.0,274.0,320.0,4.0,189,2.39547464011758,0.713368035233911,49.166666666666664,0.0,0.9325823737504846,0.4676577233144776,-7,0.27774502829640657,218.8678787878788,0.5636724233627319,5.897122512518982,16.99282336748625,19.269629334016226,674.0787878787879,0.0,0.0,180.5,309.3151515151515,953.2230303030303,1990,34.916666666666664,2.0744432984461945,3.1453338106465925,C2,872.6666666666666,7,1,10,10,135,168,50,52,55,64,19,15,1518.6666666666667,David_Kleijn_Vaccinium_macrocarpon_USA_1990,4.083333333333333,0.09594399482011795,60.57928432201999,70.001407491437,17.394022887463752,6.6645778808032,1098.6666666666667,45.166666666666664,435.5833333333333,"{""type"":""Point"",""coordinates"":[-70.90779109999936,41.71338763793118]}"
00000000000000000224,0.520179978442125,0.5609477742928721,0.33422156161515665,0.07634371820560674,96.0,82.0,26.0,7784.0,249.0,-55.0,304.0,68.0,167.0,194.0,-4.0,1124.0,113.0,74.0,11.0,317.0,241.0,242.0,299.0,5.0,190,0.6252020215961924,0.11023508582228318,70.91666666666667,0.0,0.0,0.0,14,1.836191484493678,,0.7450476884841919,0.0,21.078325101599773,19.783216704042136,,0.0,0.0,101.75,,,1990,26.25,3.874922867187236,4.3695410444062555,C3,741.9166666666666,12,1,9,7,129,165,48,51,76,84,16,14,1513.75,David_Kleijn_Vaccinium_macrocarpon_USA_1990,1.5833333333333333,0.07597332447767258,33.95314263714682,39.23782148192355,30.95995062196688,35.84467579112891,1116.3333333333333,39.5,514.25,"{""type"":""Point"",""coordinates"":[-70.17848282720303,41.68664194981261]}"
00000000000000000225,0.5527037417416542,0.6025338864993905,0.14268237703621928,0.04055428747753987,102.0,98.0,28.0,8418.0,275.0,-63.0,338.0,20.0,183.0,210.0,-7.0,1202.0,119.0,82.0,11.0,341.0,264.0,272.0,319.0,4.0,171,2.0874476873279533,3.0524768860773053,47.166666666666664,0.0,1.1306146905283496,0.18200500392445068,-13,0.23916815629331323,190.27176470588236,0.34644296765327454,5.465298122686063,15.99305680656348,13.168990395069098,586.3388235294118,0.0,0.0,172.08333333333334,292.9047058823529,903.035294117647,1990,34.833333333333336,1.9661998094695117,1.1618555407103681,A1,870.9166666666666,11,0,9,9,128,175,50,53,57,64,20,12,1518.9166666666667,David_Kleijn_Vaccinium_macrocarpon_USA_1990,4.0,0.10784689337015152,76.01257921468108,82.36312812344826,3.724774450791804,0.21299476721722216,1101.0833333333333,43.583333333333336,442.75,"{""type"":""Point"",""coordinates"":[-70.85727394416487,41.71196518469513]}"
00000000000000000226,0.5526504962172378,0.6024658047607405,0.4257037245918361,0.2792014272516217,103.0,95.0,28.0,8417.0,276.0,-61.0,337.0,21.0,184.0,212.0,-5.0,1197.0,118.0,81.0,11.0,340.0,263.0,271.0,319.0,4.0,191,2.14653077377049,5.682115151164075,50.666666666666664,100.0,0.0,0.0,18,1.7208938954274546,,0.5540983080863953,0.0,15.93558399535414,18.716986336420042,,0.0,0.0,170.08333333333334,,,1990,34.083333333333336,2.0196945110997744,2.7492643141067643,A2,871.9166666666666,11,1,10,9,140,183,57,61,58,66,17,15,1520.8333333333333,David_Kleijn_Vaccinium_macrocarpon_USA_1990,3.0,0.07730410993099213,62.55947904551509,61.605684017691665,15.31740574371519,10.966748753365748,1110.5833333333333,43.166666666666664,477.4166666666667,"{""type"":""Point"",""coordinates"":[-70.86241974678055,41.663650824781044]}"
00000000000000000227,0.5297574468872782,0.573193887196427,0.8668611053272914,0.18420822662497968,96.0,86.0,27.0,7934.0,254.0,-59.0,313.0,66.0,170.0,197.0,-6.0,1131.0,115.0,74.0,11.0,318.0,243.0,245.0,297.0,5.0,189,0.8989303280179469,0.1141782812246173,73.83333333333333,0.0,0.8831848468421942,0.4346150168845471,15,0.3462801442784653,172.77317073170732,0.5567703247070312,5.769451200546076,21.46884684349147,18.7944559981859,533.2426829268293,0.0,0.0,103.5,265.43048780487806,819.5292682926829,1990,26.333333333333332,3.835517609537511,2.3576623702890713,A3,738.5833333333334,4,0,10,10,116,157,50,56,69,73,18,15,1514.8333333333333,David_Kleijn_Vaccinium_macrocarpon_USA_1990,1.75,0.08395007252693176,48.08427200844467,75.59332178392864,21.72216106276877,2.9484597568793043,1112.5833333333333,40.833333333333336,505.0833333333333,"{""type"":""Point"",""coordinates"":[-70.26874395072687,41.68280712290664]}"
00000000000000000228,0.5299809104978249,0.5734796162092932,4.16526519804044,1.5332515168090657,98.0,88.0,27.0,8021.0,257.0,-59.0,316.0,21.0,172.0,200.0,-5.0,1135.0,116.0,74.0,12.0,319.0,242.0,247.0,298.0,5.0,187,5.901266828577322,7.941454035305314,69.5,0.0,1.2675284040838377,0.04308389275199253,1,0.9973685815836035,,0.29746678471565247,2.5786836902472148,37.57983665779305,57.10763725474074,,0.0,0.0,104.33333333333333,,,1990,25.916666666666668,5.855274293921571,3.8516237462322938,N1,748.0,,,,,,,,,,,,,1517.5,David_Kleijn_Vaccinium_macrocarpon_USA_1990,1.5833333333333333,0.029053522273898125,27.724319514862003,16.146886031194988,2.9177643554242456,0.013071068838494505,1112.75,40.25,505.5,"{""type"":""Point"",""coordinates"":[-70.33270083713644,41.72823644443916]}"
00000000000000000229,0.5299809104978249,0.5734796162092932,4.08675381738528,3.2936622704897247,97.0,87.0,27.0,7981.0,256.0,-59.0,315.0,22.0,171.0,198.0,-6.0,1131.0,116.0,74.0,12.0,319.0,242.0,246.0,297.0,5.0,187,3.1162393645395126,1.0806832496752208,69.5,0.0,0.33643928751438595,0.14188445637601732,3,1.1116381674563935,172.45644171779142,0.48491784930229187,2.2812412183366875,30.498665183242604,62.32334785281384,532.7865030674847,0.0,0.0,104.33333333333333,277.9803680981595,858.1766871165644,1990,25.916666666666668,5.0569265292395285,11.260008199880769,N2,748.0,0,0,16,13,112,135,55,58,59,66,27,24,1517.5,David_Kleijn_Vaccinium_macrocarpon_USA_1990,1.5833333333333333,0.02502725087106228,31.474053678695125,18.072497294262252,5.614421284342342,0.05390597259356345,1112.75,40.25,505.5,"{""type"":""Point"",""coordinates"":[-70.29791538981851,41.72791984826435]}"
0000000000000000022a,0.5718418824627683,0.6270046360901651,0.15919251879174817,0.003264577784210942,99.0,104.0,29.0,8456.0,276.0,-71.0,347.0,15.0,182.0,207.0,-12.0,1228.0,124.0,84.0,11.0,347.0,265.0,269.0,327.0,4.0,184,0.8899542062049978,0.0,161.25,0.0,0.9414535126444853,0.44991903178102777,24,0.31316831018220465,176.75375722543353,0.5700174570083618,5.734831466592137,16.2558024094007,12.956762270673769,544.471676300578,0.0,0.0,-122.0,297.3734104046243,916.3167630057803,1991,38.333333333333336,2.045023482212135,1.5024044601212903,C6,800.5833333333334,6,0,11,10,133,171,45,48,63,66,17,16,1570.4166666666667,David_Kleijn_Vaccinium_macrocarpon_USA_1991,12.083333333333334,0.061286792159080505,61.666544659827224,77.25064616870338,7.017989823367511,8.272989801648933,1032.1666666666667,54.166666666666664,416.9166666666667,"{""type"":""Point"",""coordinates"":[-70.82275604291014,42.01123775189715]}"
0000000000000000022b,0.5729982114052189,0.6284831619515647,1.0069836369405922,0.38203022949357185,99.0,100.0,29.0,8416.0,273.0,-68.0,341.0,16.0,181.0,207.0,-10.0,1222.0,122.0,83.0,10.0,343.0,266.0,272.0,321.0,5.0,186,2.766333108694041,0.9369605823079513,159.08333333333334,0.0,0.8968083479138482,0.3225803562177197,35,0.38787856647168134,178.30479452054794,0.41710150241851807,5.675276265534827,26.12157120920581,17.21436483716235,549.316210045662,0.0,0.0,-129.0,296.23744292237444,912.8036529680365,1991,40.25,4.488740986174275,1.239770485255878,C5,828.75,21,6,4,3,128,169,42,47,77,82,13,10,1570.0,David_Kleijn_Vaccinium_macrocarpon_USA_1991,11.583333333333334,0.0814758837223053,56.56720079597553,76.89244069223152,4.199394276344129,3.1028923329378757,1050.8333333333333,51.5,427.5,"{""type"":""Point"",""coordinates"":[-70.75289530670581,41.86813182178891]}"
0000000000000000022c,0.5048608840225526,0.5413602015520564,0.33422156161515665,0.07634371820560674,96.0,82.0,26.0,7784.0,249.0,-55.0,304.0,68.0,167.0,194.0,-4.0,1124.0,113.0,74.0,11.0,317.0,241.0,242.0,299.0,5.0,190,0.6252020215961924,0.11023508582228318,171.08333333333334,0.0,0.0,0.0,14,1.836191484493678,,0.7450476884841919,0.0,21.078325101599773,19.783216704042136,,0.0,0.0,-157.16666666666666,,,1991,29.916666666666668,3.874922867187236,4.3695410444062555,C3,781.4166666666666,12,1,9,7,129,165,48,51,76,84,16,14,1564.5,David_Kleijn_Vaccinium_macrocarpon_USA_1991,6.5,0.07597332447767258,33.95314263714682,39.23782148192355,30.95995062196688,35.84467579112891,1086.5,45.416666666666664,510.4166666666667,"{""type"":""Point"",""coordinates"":[-70.17848282720303,41.68664194981261]}"
0000000000000000022d,0.5767176339582719,0.6332389561138276,0.5782615929028806,1.0115697148684537,100.0,98.0,29.0,8340.0,271.0,-66.0,337.0,18.0,180.0,206.0,-8.0,1209.0,120.0,82.0,11.0,340.0,264.0,272.0,318.0,5.0,187,1.712772945532053,2.824347339523825,161.58333333333334,0.0,0.871392674144454,0.4088465232694887,14,0.3603614868235966,177.14543269230768,0.497968852519989,5.4146758524917225,23.072901238493312,26.942008339233638,545.9507211538462,0.0,0.0,-135.0,295.5264423076923,910.8064903846154,1991,38.833333333333336,4.241284577895805,5.804454081104027,C1,841.0833333333334,10,1,4,2,130,175,46,51,74,80,14,10,1570.6666666666667,David_Kleijn_Vaccinium_macrocarpon_USA_1991,10.5,0.11221584677696228,56.063881230955026,62.348467477851464,10.123697290134137,0.6015731948165235,1069.5,49.75,460.75,"{""type"":""Point"",""coordinates"":[-70.76353918092039,41.75978012529123]}"
0000000000000000022e,0.5740570621549957,0.6298370485139728,0.14829005869791895,0.21545691903111877,99.0,104.0,29.0,8514.0,277.0,-72.0,349.0,13.0,183.0,208.0,-12.0,1214.0,122.0,83.0,10.0,342.0,262.0,266.0,323.0,4.0,189,0.6032547488039484,0.1445097175036335,157.5,0.0,0.0,0.0,28,1.7300033161716597,,0.5730506777763367,0.0,17.991063293344077,20.808812354264916,,0.0,0.0,-95.66666666666667,,,1991,37.833333333333336,2.2224916324582242,1.987760826542696,C7,801.6666666666666,6,0,6,5,133,172,48,51,65,67,16,14,1568.1666666666667,David_Kleijn_Vaccinium_macrocarpon_USA_1991,13.083333333333334,0.06420895457267761,61.87350270919713,56.165352081263045,10.518860533168429,10.902144280562249,1024.1666666666667,54.5,399.8333333333333,"{""type"":""Point"",""coordinates"":[-70.85732299427646,42.05037974094431]}"
0000000000000000022f,0.5985206217257306,0.6611170797917238,0.5670311363025984,3.1923766312152497,98.0,112.0,31.0,8540.0,280.0,-76.0,356.0,12.0,183.0,207.0,-14.0,1183.0,117.0,84.0,9.0,328.0,263.0,271.0,306.0,4.0,190,1.1597400176253883,0.2103766034898609,154.33333333333334,0.0,0.0,0.0,-1,1.7274052805828315,,0.7613586783409119,0.0,17.348124665808477,17.449203008164282,,0.0,0.0,-69.33333333333333,,,1991,34.666666666666664,1.5497526851541925,2.605302620205558,C8,805.6666666666666,5,1,9,9,133,172,49,52,60,67,17,16,1570.25,David_Kleijn_Vaccinium_macrocarpon_USA_1991,12.583333333333334,0.13488858938217163,50.50175662191337,64.58299653916278,26.837695081252956,11.959744597762237,1042.0833333333333,55.916666666666664,401.3333333333333,"{""type"":""Point"",""coordinates"":[-71.11356523631272,41.927576097932395]}"
00000000000000000230,0.5750856327495194,0.6311522177261657,0.18690243354582323,0.1465092801639457,102.0,98.0,28.0,8479.0,278.0,-63.0,341.0,19.0,184.0,212.0,-7.0,1202.0,118.0,83.0,11.0,341.0,266.0,274.0,320.0,4.0,189,2.39547464011758,0.713368035233911,156.91666666666666,0.0,0.9325823737504846,0.4676577233144776,-7,0.27774502829640657,218.8678787878788,0.5636724233627319,5.897122512518982,16.99282336748625,19.269629334016226,674.0787878787879,0.0,0.0,-124.5,309.3151515151515,953.2230303030303,1991,37.583333333333336,2.0744432984461945,3.1453338106465925,C2,869.1666666666666,7,1,10,10,135,168,50,52,55,64,19,15,1573.5,David_Kleijn_Vaccinium_macrocarpon_USA_1991,10.416666666666666,0.09594399482011795,60.57928432201999,70.001407491437,17.394022887463752,6.6645778808032,1071.75,51.5,431.25,"{""type"":""Point"",""coordinates"":[-70.90779109999936,41.71338763793118]}"
00000000000000000231,0.5690076468956199,0.623380675442387,1.9598162202752711,0.4753417235982498,98.0,98.0,28.0,8359.0,270.0,-68.0,338.0,16.0,179.0,205.0,-10.0,1220.0,122.0,82.0,11.0,343.0,265.0,272.0,321.0,5.0,195,3.1954960871436775,1.5828591585444713,162.66666666666666,0.0,0.8399296489421474,0.3316079699934049,40,0.3360720837008794,163.2442284325638,0.4695410132408142,5.529502550231889,27.51699397315754,17.138617046794575,502.910085054678,0.0,0.0,-134.08333333333334,291.0643985419198,896.7922235722965,1991,39.666666666666664,4.601676380516958,1.6155038736155716,C4,829.8333333333334,19,1,2,1,130,172,45,49,85,88,10,7,1569.8333333333333,David_Kleijn_Vaccinium_macrocarpon_USA_1991,11.083333333333334,0.08259671181440353,56.50580616609333,68.8080142115358,4.08005326544336,9.037988936723767,1059.8333333333333,50.416666666666664,449.75,"{""type"":""Point"",""coordinates"":[-70.73124637109133,41.823233133281775]}"
